domain,label
3khunwt2f8d6not2b416vo.brazilsouth.cloudapp.azure.com,1
a3cxar4punohyb0tefkxivghyn8luzwlu3s5q3gh6jwtaj.brazilsouth.cloudapp.azure.com,1
9yz09ez0lqnkli7gpin096jg5634diz4da.brazilsouth.cloudapp.azure.com,1
8lur016bst23sturo.brazilsouth.cloudapp.azure.com,1
izktajclq38923g.brazilsouth.cloudapp.azure.com,1
mjwt2nstizc5i3wtmr0x63wherwlqb852n452fghuf0hmbg.brazilsouth.cloudapp.azure.com,1
27s92rshuvs1qr09e.brazilsouth.cloudapp.azure.com,1
wtubsdi74p6voty7opefkpuj81m7k563cly.brazilsouth.cloudapp.azure.com,1
0hy70127gda3ghizclarghirc96v4d.brazilsouth.cloudapp.azure.com,1
74dybs12jgtizs1qvo9azkd2zg5ir0tizk1mrkh2.brazilsouth.cloudapp.azure.com,1
k56ns56z816ng9ajk923ghurg1urs9q3gt2fox6ng9afkpqzo1.brazilsouth.cloudapp.azure.com,1
nw5in8h6vctyfgt6fklqb0dizsp6ns527k5urg16jkd2n8tm78.brazilsouth.cloudapp.azure.com,1
y3slq7896v0xuv8t2zkpijw96vcpu7c1ybkd2381ivg9mj.brazilsouth.cloudapp.azure.com,1
tmbc56n41efk9ebcpqvcxqvkhenkdqv89qfchev.brazilsouth.cloudapp.azure.com,1
hi3k5y3o56vwxevcxqbg5ivo9evghif.brazilsouth.cloudapp.azure.com,1
tuzghunctavklqjw5mfoxibg.brazilsouth.cloudapp.azure.com,1
u7g12jo92vwxu3cpqvgdmf45q3ghirs9avg5ynopaf8hmvkxmbk.brazilsouth.cloudapp.azure.com,1
a74danshmbk1i3ct27op2381mzktenk52v05q.brazilsouth.cloudapp.azure.com,1
0hqfs1q78xmvotin.brazilsouth.cloudapp.azure.com,1
dubw5yfk1efsd2zw5qrspq3c.brazilsouth.cloudapp.azure.com,1
ynk527olybox2r412vg1uj89u78xivwhuf4pq7ohmz492vshyn.brazilsouth.cloudapp.azure.com,1
l2f4h2bcxuf8xubw5ujo1u38luv81e74huz4daj.brazilsouth.cloudapp.azure.com,1
tmbsx2j416j8de3opmn41mz0tazox.brazilsouth.cloudapp.azure.com,1
nsdif0hqj8havs92r4l638d6r4hinkp2bsda3kh.brazilsouth.cloudapp.azure.com,1
v0pqj8t2vwlqvg9ufc1ab.brazilsouth.cloudapp.azure.com,1
hmns5mv0d23k9q301ang.brazilsouth.cloudapp.azure.com,1
qnohizo1uvs5ajcx2z0ta7cx2b8xizo1mzwhij.brazilsouth.cloudapp.azure.com,1
luvod6fkh6rkd.brazilsouth.cloudapp.azure.com,1
z4tqjglyjkhi3852bcpan41ajotm3.brazilsouth.cloudapp.azure.com,1
pqnw5ibw5ubspufwtuvcxqn0tinc1q7kdib8p6rglyf09.brazilsouth.cloudapp.azure.com,1
74hinwxazgtyzkpyr09yjw5a3gxq3k5ab4d6bgter.brazilsouth.cloudapp.azure.com,1
purolmrwlmrstubwh.brazilsouth.cloudapp.azure.com,1
jshmvkhyv8pu7od2j8lajglujkt6j49.brazilsouth.cloudapp.azure.com,1
jkhunod67c92v0pyrc12zwlmro16b.brazilsouth.cloudapp.azure.com,1
difwx2f4tebo5yr0lqf4h6bkhefg92nc1ubgt2vk.brazilsouth.cloudapp.azure.com,1
mn0hmb41ezgtuz0t2j4t.brazilsouth.cloudapp.azure.com,1
zchyvs9ujo9mjsl.brazilsouth.cloudapp.azure.com,1
fwxerwxa3ol6bg1yv0tef4pan8pqjg1yb09an4div09u7g.brazilsouth.cloudapp.azure.com,1
un05qvwx6r8p6b8pef4tubglm7w1ejktev4xur0tevgxur8.brazilsouth.cloudapp.azure.com,1
av0tun4hq3w9a7gl6b09qj8ti74dar4d6v.brazilsouth.cloudapp.azure.com,1
1qn09ib016r4h2fwhuzc9en4pibwh2fo.brazilsouth.cloudapp.azure.com,1
qv496fw1u70hmrcpejw1i3wxyzotafkli3w9e3s9ersdmnwdef0.brazilsouth.cloudapp.azure.com,1
mbgluv8lyn0xmb412rkh6fgpqf8lej4t6zctujg96vgpevwxy.brazilsouth.cloudapp.azure.com,1
glijctivwxq70tqnsdqrklyfw1qng9qfk92r4tajwlejk.brazilsouth.cloudapp.azure.com,1
mnkdqb4de7w16fwx6n8tynslyvwtabk9afwdq74.brazilsouth.cloudapp.azure.com,1
a3sp2jspunwtyz.brazilsouth.cloudapp.azure.com,1
liz05qv8963sl.brazilsouth.cloudapp.azure.com,1
fs5qr49mrw5eb0hmjkhmb8xu70divste7kdez8tershabwd6.brazilsouth.cloudapp.azure.com,1
c9erohiz0pmjo1evkpa34hyrkpyjcxi38xefc.brazilsouth.cloudapp.azure.com,1
af8dqbg9m3whyr4dengx2b0t.brazilsouth.cloudapp.azure.com,1
j01mzspijgtyn0l6f49ezgtmvg9qbk9yfk5ef45yv8pebcpin8.brazilsouth.cloudapp.azure.com,1
ybkx6n8dmvwxmb8hub05in016zs1ar8.brazilsouth.cloudapp.azure.com,1
mfs1ang9q709qvkx63k9a.brazilsouth.cloudapp.azure.com,1
41ezc9erspmrs5ybk.brazilsouth.cloudapp.azure.com,1
ifsxy3od6bstijodurcpyzsluv0pqrsl2n89az.brazilsouth.cloudapp.azure.com,1
96bw9ybghqb852jghergtar89mro9yrcxu.brazilsouth.cloudapp.azure.com,1
4d2rcpmzc1a7892rkxejslaj41ynk9ezshy7w9m.brazilsouth.cloudapp.azure.com,1
456jwp2rg5uzct6n4h67g9er45mvkpefgxu7s5qvsx.brazilsouth.cloudapp.azure.com,1
z8l6vw52zsh2ns1ifkpqvo527gxer.brazilsouth.cloudapp.azure.com,1
hyn49efwpmng5mz4p23wpers9ajktebc9i.brazilsouth.cloudapp.azure.com,1
45mzsp2boher4p6zkpyng52jcpqvslm78dyj41in.brazilsouth.cloudapp.azure.com,1
dib0lin8ly3o9uf85ub8pmvcdyf.brazilsouth.cloudapp.azure.com,1
5q3cd2bw5ibg527chqr8din49ir81mrwxav.brazilsouth.cloudapp.azure.com,1
xevgtavklufkdm3.brazilsouth.cloudapp.azure.com,1
96fody7k9q70xafk96fshmzw9mvkxy70tinolefglq.brazilsouth.cloudapp.azure.com,1
s1mbs5mvsp2rc1yjgh6z8l.brazilsouth.cloudapp.azure.com,1
j8hy3cde78xy70hmf.brazilsouth.cloudapp.azure.com,1
5qzwl2fk9uf0tivc9en0le3gdi3op6r8li34de7ch6vop2ngd6.brazilsouth.cloudapp.azure.com,1
k9avk1azsxuv4p67ot6j4hync1ufolm7kte3wx2rk9u7k5y7.brazilsouth.cloudapp.azure.com,1
pq7gpmzsh23g5i3gxersp63cdmnwxubsx2.brazilsouth.cloudapp.azure.com,1
09qnohyv4lmvsdmb.brazilsouth.cloudapp.azure.com,1
9q34x6bkhmngtizclyfs5qbcl63gdenodmj45uvcxmrs12rgx2.brazilsouth.cloudapp.azure.com,1
4dmnkhazoh2vo1azo5ibkt23gdqz0ter41i7o1qf89.brazilsouth.cloudapp.azure.com,1
nc1ybwpiv81ufwtmvwhajkdmv4pqvsp2v89mnsdmjwhajgtm38h.brazilsouth.cloudapp.azure.com,1
ropur41ino1u74hq.brazilsouth.cloudapp.azure.com,1
wl2fotqj8xmn41izk1aj4p2bgtez01uj0hiv85ab81e7ktmjc.brazilsouth.cloudapp.azure.com,1
qbkdqj0tmno9urcx63s9af89ybwxefsh2b4hu7gxq.brazilsouth.cloudapp.azure.com,1
cpifchmbcxavw52ng9ebch2fcxe7klqz0xavwtqb89ano56fkt.brazilsouth.cloudapp.azure.com,1
fw1qn09yrw9evs1a7.brazilsouth.cloudapp.azure.com,1
ta3g16zwd6vol2ng1erw9uv0tq701ebcly7s963k1qbglej812n.brazilsouth.cloudapp.azure.com,1
dab4dmz0167gxaj4tinohargpab4h6jwlybc5ur8xq7o96f.brazilsouth.cloudapp.azure.com,1
t6z0la3c9yn4deb0hank12b0t6vcpujs1m389i7.brazilsouth.cloudapp.azure.com,1
1ybkp6zcxi3ol234p2fchyzcp2jox6r0963.brazilsouth.cloudapp.azure.com,1
1674her49in4tyro5y3gpq.brazilsouth.cloudapp.azure.com,1
oxmfoxizwtmng5mfg927s1mrwher85yj81ers923896vw.brazilsouth.cloudapp.azure.com,1
irsd6vsl23kpab8xej8lm7k5ars9qfoluncliz4li30xebsd.brazilsouth.cloudapp.azure.com,1
vkpqv01qfkh6bg1izw1ebsdizkxmr.brazilsouth.cloudapp.azure.com,1
9mbo1q3kt6jwla7otq785ar.brazilsouth.cloudapp.azure.com,1
li309i74xmj0durgpmvklir8lqbwtq701evchy74hefs1634.brazilsouth.cloudapp.azure.com,1
6bcpubkhazcxubw.brazilsouth.cloudapp.azure.com,1
a30le7ctmv09ur0t6nolmjs5qnox2js5af.brazilsouth.cloudapp.azure.com,1
lijs92bkpqjs5eb8pmbgpi345mbs9yzs1uf41yr8dy3.brazilsouth.cloudapp.azure.com,1
pib0l6bwxe3chmzkdur8hy3o5a.brazilsouth.cloudapp.azure.com,1
khez89i385y3wpyr45avg9uzw12b8xqrsdujgdi.brazilsouth.cloudapp.azure.com,1
k96zo5i309mv8lyz0.brazilsouth.cloudapp.azure.com,1
ub8hur8x67k56f.brazilsouth.cloudapp.azure.com,1
heng16j8hubcdibodejo.brazilsouth.cloudapp.azure.com,1
mbsxazg1ujs9u.brazilsouth.cloudapp.azure.com,1
klmb8tqrk1uns.brazilsouth.cloudapp.azure.com,1
ev0tujgtq381ejkpu7.brazilsouth.cloudapp.azure.com,1
h6bwdi7stqncxmro96jwxafsxub8lmb016v0du709yfo5q.brazilsouth.cloudapp.azure.com,1
4dqng9mzklef4teb.brazilsouth.cloudapp.azure.com,1
5638puf09mvgtibsle7kp6f.brazilsouth.cloudapp.azure.com,1
pmzwl6vwtur4527wpy7olefk5yrgpmfkdurcdaz85e70xizwhiv.brazilsouth.cloudapp.azure.com,1
labwhm30pijk967wtirc5uj4lqz4hubg5a7stiz4.brazilsouth.cloudapp.azure.com,1
638he7wt2zs1m78t.brazilsouth.cloudapp.azure.com,1
bwlu7k1anshabcp2n4puvktqrotarcpezolq.brazilsouth.cloudapp.azure.com,1
gtancxejc1m7s1yzw5qrsp.brazilsouth.cloudapp.azure.com,1
z096vopmbwx2v0d2f4lyv4de3ktinkpujo92vop6n.brazilsouth.cloudapp.azure.com,1
hq38d2r41irwpybgl6vo1yjohun4lu7o.brazilsouth.cloudapp.azure.com,1
qf0duv0ler0tqbsxe.brazilsouth.cloudapp.azure.com,1
oxav4tuno9qjsl6folynwpufg1un4dy.brazilsouth.cloudapp.azure.com,1
odm70pej81uvg9abgl2n49yr45q7ctaj8ti.brazilsouth.cloudapp.azure.com,1
0pyjgdezopaf0xy381uz89avo5ebk9.brazilsouth.cloudapp.azure.com,1
fwpqzcx2nctafgx2rg9iv492ro1mnk12n0t2z05er8h2ns1ab0.brazilsouth.cloudapp.azure.com,1
yfsdaz8ti3gh67gh6jcpi7s92jcxinol23wlazg.brazilsouth.cloudapp.azure.com,1
mn8p6no96jk16bg9y741archqzo1a7w.brazilsouth.cloudapp.azure.com,1
ercx6f816zwt2b8lurktizghy3op6bg52b0p.brazilsouth.cloudapp.azure.com,1
j456fkperg5e70xefk9a7k.brazilsouth.cloudapp.azure.com,1
m3ctabw5unsxef4.brazilsouth.cloudapp.azure.com,1
63kdmfwxanshmb0lufwt2f8h6vs5mnw527ot27sdiz8d.brazilsouth.cloudapp.azure.com,1
vk12f41unodq74pybgtevwdq7gt6nw9ync9ub4dmbwt.brazilsouth.cloudapp.azure.com,1
30x2ngda7w12vc1uzcp6z4pqbg9u7shuvcdyzk1e7kdyvgd2f8p.brazilsouth.cloudapp.azure.com,1
bs5mzsxabwlmf.brazilsouth.cloudapp.azure.com,1
pabgxif0xqbcpqrwdqrk9qzghabch6zs1yj8.brazilsouth.cloudapp.azure.com,1
i30p2ncpqjk52jgt6.brazilsouth.cloudapp.azure.com,1
spq3wt2vwpifkhivcpen4tm.brazilsouth.cloudapp.azure.com,1
cp6rwhmzo9qzste.brazilsouth.cloudapp.azure.com,1
85qvkpuj8par01.brazilsouth.cloudapp.azure.com,1
zw1m7w9mv89yn0xuvwd2bc12r452.brazilsouth.cloudapp.azure.com,1
0tiz4dmr0h63w1m7wpyfodab.brazilsouth.cloudapp.azure.com,1
12r452vgxyvg5m3odankd6zo.brazilsouth.cloudapp.azure.com,1
278lmbspin8tifk9en85mrche78tq7o.brazilsouth.cloudapp.azure.com,1
ub4lqj4luj4xyv0dqjodybopufcxurcx6rody7cta3k16jw5.brazilsouth.cloudapp.azure.com,1
ns5q3gtivspaj89a34xmbs1insduv4dq.brazilsouth.cloudapp.azure.com,1
c12b8t6jk9mfwp6ncx6v8923cxmz0t2r0py74d2f45i341m.brazilsouth.cloudapp.azure.com,1
8xqr85670pu7k9azchenslen8xe3klyjgxmngtqzw5ebcl6.brazilsouth.cloudapp.azure.com,1
olerc5un0p2r05ifg923sxejotijgpur0lubs5yv.brazilsouth.cloudapp.azure.com,1
lmrg5uvk52vwpm74lqbk9afgdizg9qrg9q3wdubwlq3wt67ch.brazilsouth.cloudapp.azure.com,1
nwd2bs5efgta309izc9ergla7sdybs5uvgtmnod2z.brazilsouth.cloudapp.azure.com,1
d2rsxif0pqz0defo5a3g1anohybglabs9i.brazilsouth.cloudapp.azure.com,1
kduf05e74larohmf.brazilsouth.cloudapp.azure.com,1
d67gdujgxuf05efc5yjsdqngxq741ebsxizcdq.brazilsouth.cloudapp.azure.com,1
wdanc9mvo5qvk1uv.brazilsouth.cloudapp.azure.com,1
lmn8xerwlmvohuzkh2zchaf4linw1i34tmrk9u7kte70ly7c1yb.brazilsouth.cloudapp.azure.com,1
1yvsl6n8t2bkdqbk1qvct.brazilsouth.cloudapp.azure.com,1
nwtq7s1an8t2vw1yz.brazilsouth.cloudapp.azure.com,1
du385irs5ib0li701ancpijsxa7glm3s9mjo5mjs1q7kxyb0dqr.brazilsouth.cloudapp.azure.com,1
lynchmv4pizgdyj8xqzghefohyzspmjol6jwle3khyzwh.brazilsouth.cloudapp.azure.com,1
j81a7gtezwhmb49ifgp6n.brazilsouth.cloudapp.azure.com,1
9q38xengdavolybstuvg1m38xan85i7gtefcp23sxu3kp6jg1e.brazilsouth.cloudapp.azure.com,1
oxy3sxu7op2bs52f0.brazilsouth.cloudapp.azure.com,1
6vcxenotef8dirgt2z8dqb85a70pqv416ns9yjctyvk56.brazilsouth.cloudapp.azure.com,1
o1ufg9274l2rgh.brazilsouth.cloudapp.azure.com,1
ngtuzstan4l6ncd6.brazilsouth.cloudapp.azure.com,1
wtuj4tmn8hmrkpyrkhm7gdy38he74hyvoxq3.brazilsouth.cloudapp.azure.com,1
5a3ohu30lm7wha.brazilsouth.cloudapp.azure.com,1
8x6vo1qv0dyrc5yzgd2fwhubgh2.brazilsouth.cloudapp.azure.com,1
g967kdqrc1i7kpmr4x2j4t6jopevgdij.brazilsouth.cloudapp.azure.com,1
t2b4lavwhu7c9yvshej0h.brazilsouth.cloudapp.azure.com,1
jclefwp6f41yr8p6zwxu7spyjcpm7klmjwtqzopajodib0hivop.brazilsouth.cloudapp.azure.com,1
zo1yb49qzshe3.brazilsouth.cloudapp.azure.com,1
h6zopivsdyzw1qnkxynopar.brazilsouth.cloudapp.azure.com,1
ter4dmf4pef0tq7w1mz09iz.brazilsouth.cloudapp.azure.com,1
l2roxqrsliz0dmf856.brazilsouth.cloudapp.azure.com,1
opur4dm745uj09q7g5y70lm7wxmngh2b0d6roxircxm74dub4.brazilsouth.cloudapp.azure.com,1
a3cpmnc9m70xmf4d2n09u.brazilsouth.cloudapp.azure.com,1
odercxarstqro9yv0p6v8lm.brazilsouth.cloudapp.azure.com,1
gx2vchajgpans9qvcty.brazilsouth.cloudapp.azure.com,1
gtajghq7w5abgl63olizo.brazilsouth.cloudapp.azure.com,1
avspur8dingd23ox6b.brazilsouth.cloudapp.azure.com,1
d6zkla3sdqbw9y385inkpazgxu3cher4lurchqzg5ujglun0d6f.brazilsouth.cloudapp.azure.com,1
9i70tyrohqzsxenk.brazilsouth.cloudapp.azure.com,1
qn0dqbw9ubotm7cd6fkpybg9ez45avsh6f0x6bo.brazilsouth.cloudapp.azure.com,1
mvot6nst2f8lyn0.brazilsouth.cloudapp.azure.com,1
2jg9qfwdqrcl63ktubgde.brazilsouth.cloudapp.azure.com,1
slqjche38tmrs9y3w1iz4.brazilsouth.cloudapp.azure.com,1
a301erwhu7sly3g1i7ohynop6rkpqz4lij85ej8hqbs12jkpi.brazilsouth.cloudapp.azure.com,1
clars9iz41ub096rs9ar0tibgp6j0tiv4l6bsxyfghiz8tansp.brazilsouth.cloudapp.azure.com,1
b0hibsxyrc5mn01y7oxmj0ti3412f.brazilsouth.cloudapp.azure.com,1
pinkpyjo9y3khub09qvsten052zo9ar4henwlyzcd2n.brazilsouth.cloudapp.azure.com,1
lanc1afs5evsh6r0lans9i781ujwpij8h.brazilsouth.cloudapp.azure.com,1
j8l2ro9afs5m3o1qfk9yjctm3kxm789mf0pa3w92bgtqjk9qvkx.brazilsouth.cloudapp.azure.com,1
r45ibktqv4t2vwpqnwtifg1qzshubgh6b0larclqfop.brazilsouth.cloudapp.azure.com,1
3o923wpajgle7w9a7g9qngp2vc9ibo9ank1mr01.brazilsouth.cloudapp.azure.com,1
f412bsdanglujshu70.brazilsouth.cloudapp.azure.com,1
6nglefchaj49ufg1aj.brazilsouth.cloudapp.azure.com,1
l2rwt2n0dez8h2fkherodu7wtub89q7kdujod.brazilsouth.cloudapp.azure.com,1
3wli7g9mn0t27g5mr0pq7gharw5m3glync963k.brazilsouth.cloudapp.azure.com,1
qnspuzclqfo52f852vktmr8tavo1yfc96zshejg9yj8ha7.brazilsouth.cloudapp.azure.com,1
d6b09mnwl6rkhm7sta7k5yrkxu7ohu.brazilsouth.cloudapp.azure.com,1
wlaz4xuvo9qbw5q3sxazo9ev49ifw12zgt2v0dyfgd.brazilsouth.cloudapp.azure.com,1
nwxynolm7cdqjsx2nkdevgle38h67.brazilsouth.cloudapp.azure.com,1
9mvgpubcdavotincpyv8x.brazilsouth.cloudapp.azure.com,1
jgte7c92nghur41yn4927sdyvs5iz4lyr09efo9ir8h2jg.brazilsouth.cloudapp.azure.com,1
mvgt6b8xizo9q7kdqzotqjkx6rcx67s1e7k.brazilsouth.cloudapp.azure.com,1
ursx2z8pejgdej85e7shu.brazilsouth.cloudapp.azure.com,1
k167ctij01u3st2ng9yvod.brazilsouth.cloudapp.azure.com,1
rcd2fgp2b4pez45ezc9uzolizgtib05inw.brazilsouth.cloudapp.azure.com,1
yz4hmf05ebsxaf4lubc.brazilsouth.cloudapp.azure.com,1
mbg1yvol6fs9ebc1qbs9mr.brazilsouth.cloudapp.azure.com,1
xef85y3wx2fspm389mv0tujcta.brazilsouth.cloudapp.azure.com,1
cdafslyrcpmfsdafsxybopyvst67kpez.brazilsouth.cloudapp.azure.com,1
963s9yvc9aj0luzwdub4p270t2vohq.brazilsouth.cloudapp.azure.com,1
ohq7cpm74lyvkhuvo1yj8lmb89.brazilsouth.cloudapp.azure.com,1
7opercpevk1uzotez0pynspibspivgly74l2z4h2v0hujctyj.brazilsouth.cloudapp.azure.com,1
t6ro9qb0le385qro9m3slafklev0pyf8pyngp6vgdyf0pu7chi.brazilsouth.cloudapp.azure.com,1
0pijg9ev49ynklejk1ib05qvchinkxu70hu34hqjwpq305qf8.brazilsouth.cloudapp.azure.com,1
u3shejwdmj4tub8ly3kt6jw.brazilsouth.cloudapp.azure.com,1
ebotyrcxyrkxij8dqjwhez8t.brazilsouth.cloudapp.azure.com,1
jslmjg16j0pav.brazilsouth.cloudapp.azure.com,1
he7spif8labclqfsx23gxm381abw5e7cti3w1q7s52r.brazilsouth.cloudapp.azure.com,1
tm38l2v8tujw5ibcl.brazilsouth.cloudapp.azure.com,1
voxancdqbs12rgpavsp2not2f49mfsxuz0p.brazilsouth.cloudapp.azure.com,1
v0lub8hencde3s163shmnopmj05qn4d67wt6j8dejspyfodi3o.brazilsouth.cloudapp.azure.com,1
afgdqr4h6n81qvs56f05qvkhiv0hmng5avkpebkt2r0l.brazilsouth.cloudapp.azure.com,1
v4hyzol67856z89y3ot6rwh2n4puj09yfgdqjs9mb81an.brazilsouth.cloudapp.azure.com,1
libwlerk5u7ohmvw5avw9irg1azo1u3c9abkh6nstmrwdm.brazilsouth.cloudapp.azure.com,1
gdurg9enc9i7w16vw9i3w.brazilsouth.cloudapp.azure.com,1
qzwpmvc9uzsx2n49ez4123gd23cdm.brazilsouth.cloudapp.azure.com,1
w5i74xer8pebc9ajk5mb4tiv.brazilsouth.cloudapp.azure.com,1
lu70lezg9mj0tefsd2bkdm3cxq7chy34l6zotizc56b4lmzs9.brazilsouth.cloudapp.azure.com,1
jchqns9u3gli34d6joxan09ajwl2rcd6bwpy70tm7c9mn.brazilsouth.cloudapp.azure.com,1
dmn05mfs92b01yjsle3gdeb8hyv0xync1i345aj0tej89qrs9.brazilsouth.cloudapp.azure.com,1
vcty78pe3gpazcleb85qrg5e.brazilsouth.cloudapp.azure.com,1
gd67gpqvw16rkxuvo1mrkpa701yr4tu7g12r41evwh6f.brazilsouth.cloudapp.azure.com,1
tuz456749mrst2bo9mzc9engt6vghyjch2bsparsl6n.brazilsouth.cloudapp.azure.com,1
lafolmj0pizgxajg52vcdyj4lmvctenwhy7.brazilsouth.cloudapp.azure.com,1
tmfshu3ghmjkxyroxyzklyf456bsh.brazilsouth.cloudapp.azure.com,1
zol6no56j8lmbo.brazilsouth.cloudapp.azure.com,1
ifc5qbotizo1i3gla3w.brazilsouth.cloudapp.azure.com,1
6j41azo5qfk1mfsxerwxaj05eb05q3st6.brazilsouth.cloudapp.azure.com,1
gp6z8pez81mbktmj05q78lqbc1qr0hq30.brazilsouth.cloudapp.azure.com,1
angt2fglqz0diro5mb0le3klurw5efgpyzclu.brazilsouth.cloudapp.azure.com,1
s1u3clefo1q38t6vo.brazilsouth.cloudapp.azure.com,1
ibslmvcx238xen0tevchibwp270tqf8x27wxyrcpafsdqbo9mf.brazilsouth.cloudapp.azure.com,1
pyfg9u34x6n416z4dqr8hufwl2jwxm7gty78l.brazilsouth.cloudapp.azure.com,1
r89m34her8pa7sx2r0pin85ufoxibgxy3ol6jch6.brazilsouth.cloudapp.azure.com,1
sluf05azktaj4hyzs5m78xqz0p2bk1a385ubw9e7oheb8hqbw1.brazilsouth.cloudapp.azure.com,1
7w1yv4t6z8pm7wxe3c96bk9.brazilsouth.cloudapp.azure.com,1
jwh2js9mfw1y305mn8habwhqns9ujslib.brazilsouth.cloudapp.azure.com,1
5ijc1a7k52zgl6j0tir4tuv4dmbcdm.brazilsouth.cloudapp.azure.com,1
0x2n8l6fch6b4xyjst.brazilsouth.cloudapp.azure.com,1
j8xubwl2vkdmvwdqv.brazilsouth.cloudapp.azure.com,1
h6z05yr8div81a7shung9uzwdmj012zwhyr49m.brazilsouth.cloudapp.azure.com,1
gdy3kpm3g1qb49ybglafcleb4tabgxa3ctu3k1q.brazilsouth.cloudapp.azure.com,1
4levkxir85efwlmv8pq7sdm7cd2bohar4hubgdq.brazilsouth.cloudapp.azure.com,1
0xiv8le7wxy34t2zspyjwhm745u3cta7ohib4dajk9i3c9q.brazilsouth.cloudapp.azure.com,1
g1ers9qf0h6z0duncdqzgdavwxujk5mro9unkd6r8dm3gde.brazilsouth.cloudapp.azure.com,1
spyb4darsdmn0hy3sdy3w5if85q3gx27ohe741mbg5.brazilsouth.cloudapp.azure.com,1
fotavotyf01uz8hez4d6nc9qr.brazilsouth.cloudapp.azure.com,1
xmbsdin41a7c1m7shuz45y3gx6bcl6rs1.brazilsouth.cloudapp.azure.com,1
7c9ibkpy7g1uns16fw963kxy7ktabwty7s96zgxa7otib412.brazilsouth.cloudapp.azure.com,1
49i7wlif4p6n0563c.brazilsouth.cloudapp.azure.com,1
q7c5mn4tev416vcpazodubk5arwpu38tinshe78l.brazilsouth.cloudapp.azure.com,1
r8le70h2b8he7wtqro9qbkpijohinsdij452f8t6j49qr4p.brazilsouth.cloudapp.azure.com,1
bcpaf09u3kdmrwt6749yv05.brazilsouth.cloudapp.azure.com,1
bs1mnw56b0pqnchmncp2j4tqb4l2f05ir0d2r0tm7w.brazilsouth.cloudapp.azure.com,1
m3w9q30h2b0tmnslmj4pafgd6zkhirctq78xafgl6bs1mf0xyf.brazilsouth.cloudapp.azure.com,1
9e3wpaj89a3ola7c92fw12zshqbo.brazilsouth.cloudapp.azure.com,1
qr41y34l2nodmvgd2z452rchqvstu7sxm7k12z.brazilsouth.cloudapp.azure.com,1
p6r4tmz01y7khu745arwpyf8tqjs9.brazilsouth.cloudapp.azure.com,1
z45uf05un4d2r8xe3gt2jgdmzgl6rstubwty7ctar8hink1evw.brazilsouth.cloudapp.azure.com,1
m7ctuvcti34hm3sp670.brazilsouth.cloudapp.azure.com,1
ibg163stersdmvcx6rk96j.brazilsouth.cloudapp.azure.com,1
xq74ty3kpivc5ef4h2zod6v09ij8h6vc92.brazilsouth.cloudapp.azure.com,1
4927wlqb0pe7g.brazilsouth.cloudapp.azure.com,1
6n49aj49af0d6.brazilsouth.cloudapp.azure.com,1
oxiv8tin45qz8pyrkdyn09ankx6f4hqf0hqvwxmzkl6jc.brazilsouth.cloudapp.azure.com,1
q34h2r0hurs5mfkp27cxe3s5qn01mz81yvgxyr0xmrgp63k.brazilsouth.cloudapp.azure.com,1
2r05erg1e7s5a.brazilsouth.cloudapp.azure.com,1
cdibs5ybwpqnotabgd2vox2foden4lyrs5afc5e.brazilsouth.cloudapp.azure.com,1
sx6jote7kdm3gl678hyvwpmb8lerwxmvolev8lmn.brazilsouth.cloudapp.azure.com,1
lmjcd67492z4dyzsh6f8pujs1urc.brazilsouth.cloudapp.azure.com,1
mr0pqvgdif41a38lync5ab05a3c5izc9a.brazilsouth.cloudapp.azure.com,1
gtanc1mnct6v0xyz8lavg52nodabsp2rclirk1yr01mjkt6ngx6.brazilsouth.cloudapp.azure.com,1
0ta78l6bwhyr8x2zopqb4hiv89qrg927kl2.brazilsouth.cloudapp.azure.com,1
cdu7s5an8tiroxez4parsdm3cpi301ebslqz4hubsx.brazilsouth.cloudapp.azure.com,1
rsl238pazcl2fslqz05ab4.brazilsouth.cloudapp.azure.com,1
mz0ly7cdivs9yz0t6r8lub8tqj85mz0pijola7k5m7g.brazilsouth.cloudapp.azure.com,1
6zs9q78d2f8te70h6rc1m7sd2fwxmr8hy3cd2r81mvgturk.brazilsouth.cloudapp.azure.com,1
yvsxar8luf8xizkx6f89ezs9a3otirs5mrkp6vchq781.brazilsouth.cloudapp.azure.com,1
zkd2r8habklubo5yropy7ol6ns9ab.brazilsouth.cloudapp.azure.com,1
9qr81ev416rg9ang5ubo5if0163g.brazilsouth.cloudapp.azure.com,1
i7whijg52jwl2309yrs1a3k163w5.brazilsouth.cloudapp.azure.com,1
jopqbgxajwh27c52fwhuv41abkpe3oh6.brazilsouth.cloudapp.azure.com,1
0h23olij4x6fsdaz0def4hinw9m3g9azcdmfshiv8p6j4da.brazilsouth.cloudapp.azure.com,1
sdabcp6ncdmn05i709anslajo9qrkt.brazilsouth.cloudapp.azure.com,1
bslyrs5eb0tizg5urktef89a78di7o.brazilsouth.cloudapp.azure.com,1
m38pyj8xyjctyroxmj0pi3gd27s1.brazilsouth.cloudapp.azure.com,1
vgxuf8lmjol6fspav4t2rg1uv01ib0hirolu3kdif4d.brazilsouth.cloudapp.azure.com,1
7w1qjodungx2vclab89qjkdy78hmrot6fktir0tyj45a78.brazilsouth.cloudapp.azure.com,1
2bw1izwhuvglqzc5afs9yj41evg5un8hy705ajgpijwlmns1.brazilsouth.cloudapp.azure.com,1
